time,timestamp,aX(m/s²),aY(m/s²),aZ(m/s²),nozzle_tem,bed_tem,THE(°C),current_layer,total_layers,OT
2025-03-04-20-34-10,105438131,0.177,0.057,-0.306,245,70,34.26,6,206,0
2025-03-04-20-34-11,105439088,-0.215,0.345,-0.258,245,70,34.26,6,206,0
2025-03-04-20-34-12,105440111,0.077,0.234,-0.148,245,70,34.27,6,206,0
2025-03-04-20-34-13,105441101,-0.225,-0.01,-0.22,245,70,34.29,6,206,0
2025-03-04-20-34-14,105442124,-0.091,-0.096,-0.22,245,70,34.29,6,206,0
2025-03-04-20-34-15,105443114,3.335,1.565,-0.244,245,70,34.31,6,206,0
2025-03-04-20-34-16,105444104,-0.057,0.933,-0.23,245,70,34.31,6,206,0
2025-03-04-20-34-17,105445094,0.368,3.163,-0.258,245,70,34.33,6,206,0
2025-03-04-20-34-18,105446051,-0.244,-0.909,-0.268,245,70,34.34,6,206,0
2025-03-04-20-34-19,105447107,-4.809,0.368,-0.201,245,70,34.35,6,206,0
2025-03-04-20-34-20,105448097,-0.105,-0.402,-0.287,245,70,34.36,6,206,0
2025-03-04-20-34-21,105449054,-0.876,0.158,-0.254,245,70,34.36,6,206,0
2025-03-04-20-34-22,105450077,0.412,-0.258,-0.249,245,70,34.38,6,206,0
2025-03-04-20-34-23,105451034,-0.809,0.952,-0.249,245,70,34.39,6,206,0
2025-03-04-20-34-24,105452024,-0.033,0.234,-0.244,245,70,34.41,6,206,0
2025-03-04-20-34-25,105453113,-0.234,-0.01,-0.268,245,70,34.41,6,206,0
2025-03-04-20-34-26,105454103,-0.096,0.077,-0.239,245,70,34.43,6,206,0
2025-03-04-20-34-27,105455093,-0.431,0.694,-0.239,245,70,34.44,6,206,0
2025-03-04-20-34-28,105456116,-0.086,0.201,-0.244,245,70,34.45,6,206,0
2025-03-04-20-34-29,105457073,-0.014,-0.163,-0.249,245,70,34.46,6,206,0
2025-03-04-20-34-30,105458096,0.407,-0.287,-0.278,245,70,34.46,6,206,0
2025-03-04-20-34-31,105459086,0.55,-1.392,-0.258,245,70,34.48,6,206,0
2025-03-04-20-34-32,105460010,-0.057,-0.096,-0.254,245,70,34.49,6,206,0
2025-03-04-20-34-33,105461099,1.043,-0.096,-0.254,245,70,34.51,6,206,0
2025-03-04-20-34-34,105462122,0.139,-0.1,-0.249,245,70,34.52,6,206,0
2025-03-04-20-34-35,105463079,0.153,0.172,-0.244,245,70,34.53,6,206,0
2025-03-04-20-34-36,105464102,0.23,0.105,-0.244,245,70,34.53,6,206,0
2025-03-04-20-34-37,105465092,-0.459,1.201,-0.244,245,70,34.55,6,206,0
2025-03-04-20-34-38,105466082,-0.129,0.043,-0.249,245,70,34.56,6,206,0
2025-03-04-20-34-39,105467072,-0.086,-0.215,-0.225,245,70,34.58,6,206,0
2025-03-04-20-34-40,105468095,1.029,-0.225,-0.244,245,70,34.58,6,206,0
2025-03-04-20-34-41,105469085,0.024,-0.139,-0.249,245,70,34.58,6,206,0
2025-03-04-20-34-42,105470009,0.124,0.134,-0.249,245,70,34.6,6,206,0
2025-03-04-20-34-43,105471131,0.005,-0.067,-0.244,245,70,34.61,6,206,0
2025-03-04-20-34-44,105472121,0.823,-0.938,-0.249,245,70,34.62,6,206,0
2025-03-04-20-34-45,105473078,0.201,0.014,-0.22,245,70,34.63,6,206,0
2025-03-04-20-34-46,105474101,0.072,-0.105,-0.244,245,70,34.65,6,206,0
2025-03-04-20-34-47,105475091,0.158,-0.383,-0.249,245,70,34.66,6,206,0
2025-03-04-20-34-48,105476081,0.187,0.053,-0.249,245,70,34.67,6,206,0
2025-03-04-20-34-49,105477104,-0.172,-0.005,-0.249,245,70,34.67,6,206,0
2025-03-04-20-34-50,105478094,0.971,-1.129,-0.225,245,70,34.68,6,206,0
2025-03-04-20-34-51,105479084,-1.182,0.498,-0.263,245,70,34.69,6,206,0
2025-03-04-20-34-52,105480107,0.88,-0.201,-0.244,245,70,34.7,6,206,0
2025-03-04-20-34-53,105481064,2.579,-0.866,-0.187,245,70,34.7,6,206,0
2025-03-04-20-34-54,105482021,-0.057,0.12,-0.249,245,70,34.72,6,206,0
2025-03-04-20-34-55,105483077,-0.148,-0.048,-0.249,245,70,34.73,6,206,0
2025-03-04-20-34-56,105484100,-0.215,0.196,-0.249,245,70,34.74,6,206,0
2025-03-04-20-34-57,105485024,-0.124,-0.1,-0.249,245,70,34.75,6,206,0
2025-03-04-20-34-58,105486113,-0.038,-0.062,-0.249,245,70,34.76,6,206,0
2025-03-04-20-34-59,105487103,0.072,-0.072,-0.254,245,70,34.77,6,206,0
2025-03-04-20-35-00,105488060,0.254,0.019,-0.254,245,70,34.78,6,206,0
2025-03-04-20-35-01,105489083,1.402,-0.373,-0.249,245,70,34.79,6,206,0
2025-03-04-20-35-02,105490073,0.124,-0.038,-0.254,245,70,34.8,6,206,0
2025-03-04-20-35-03,105491096,-0.914,-0.278,-0.254,245,70,34.8,6,206,0
2025-03-04-20-35-04,105492119,-0.033,0.282,-0.244,245,70,34.82,6,206,0
2025-03-04-20-35-05,105493076,0.579,-1.067,-0.249,245,70,34.83,6,206,0
2025-03-04-20-35-06,105494033,-0.148,0.153,-0.249,245,70,34.83,6,206,0
2025-03-04-20-35-07,105495056,0.1,0.014,-0.249,245,70,34.84,6,206,0
2025-03-04-20-35-08,105496079,-0.579,0.775,-0.254,245,70,34.86,6,206,0
2025-03-04-20-35-09,105497102,-0.708,0.665,-0.23,245,70,34.87,6,206,0
2025-03-04-20-35-10,105498125,0.072,0.019,-0.196,245,70,34.88,6,206,0
2025-03-04-20-35-11,105499082,0.024,-0.019,-0.258,245,70,34.89,6,206,0
2025-03-04-20-35-12,105500105,0.062,0.129,-0.239,245,70,34.9,6,206,0
2025-03-04-20-35-13,105501128,0.1,0.057,-0.239,245,70,34.91,6,206,0
2025-03-04-20-35-14,105502085,0.038,-0.081,-0.249,245,70,34.92,6,206,0
2025-03-04-20-35-15,105503042,-0.077,0.01,-0.249,245,70,34.93,6,206,0
2025-03-04-20-35-16,105504098,-0.689,0.096,-0.292,245,70,34.95,6,206,0
2025-03-04-20-35-17,105505121,0.115,-0.072,-0.263,245,70,34.95,6,206,0
2025-03-04-20-35-18,105506111,0.33,-0.933,-0.258,245,70,34.96,6,206,0
2025-03-04-20-35-19,105507101,0.11,0.038,-0.254,245,70,34.98,6,206,0
2025-03-04-20-35-20,105508091,-0.038,-0.115,-0.263,245,70,34.99,7,206,0
2025-03-04-20-35-21,105509081,-0.292,-0.115,-0.254,245,70,35.01,7,206,0
2025-03-04-20-35-22,105510104,0.215,-0.244,-0.249,245,70,35.03,7,206,0
2025-03-04-20-35-23,105511061,0.703,-0.665,-0.249,245,70,35.03,7,206,0
2025-03-04-20-35-24,105512084,-0.651,0.033,-0.258,245,70,35.05,7,206,0
2025-03-04-20-35-25,105513074,0.416,0.273,-0.306,245,70,35.06,7,206,0
2025-03-04-20-35-26,105514097,0.038,0.067,-0.311,245,70,35.07,7,206,0
2025-03-04-20-35-27,105515054,-0.057,-0.086,-0.254,245,70,35.09,7,206,0
2025-03-04-20-35-28,105516110,-0.105,0.072,-0.215,245,70,35.1,8,206,0
2025-03-04-20-35-29,105517067,1.78,0.11,-0.182,245,70,35.11,8,206,0
2025-03-04-20-35-30,105518057,-0.144,2.512,-0.234,245,70,35.12,8,206,0
2025-03-04-20-35-31,105519047,1.364,0.541,-0.23,245,70,35.13,8,206,0
2025-03-04-20-35-32,105520103,-4.23,0.024,-0.239,245,70,35.14,8,206,0
2025-03-04-20-35-33,105520994,-0.072,0.311,-0.321,245,70,35.16,8,206,0
2025-03-04-20-35-34,105522116,0.096,0.22,-0.306,245,70,35.16,8,206,0
2025-03-04-20-35-35,105523040,0.244,0.211,-1.005,245,70,35.17,8,206,0
2025-03-04-20-35-36,105524063,0.359,-0.048,-0.469,245,70,35.19,8,206,0
2025-03-04-20-35-37,105525086,-0.048,-0.278,-0.325,245,70,35.2,8,206,0
2025-03-04-20-35-38,105526109,-0.067,0.105,-0.01,245,70,35.21,9,206,0
2025-03-04-20-35-39,105527066,0.067,0.34,0.057,245,70,35.22,9,206,0
2025-03-04-20-35-40,105528089,-0.191,0.014,-0.345,245,70,35.23,9,206,0
2025-03-04-20-35-41,105529079,0.014,0.144,-0.249,245,70,35.24,9,206,0
2025-03-04-20-35-42,105530069,0.187,0.177,-0.23,245,70,35.24,9,206,0
2025-03-04-20-35-43,105531059,-0.01,-0.153,-0.311,245,70,35.26,9,206,0
2025-03-04-20-35-44,105532082,-0.148,-0.201,-0.263,245,70,35.27,9,206,0
2025-03-04-20-35-45,105533072,-0.593,0.105,-0.22,245,70,35.29,9,206,0
2025-03-04-20-35-46,105534128,-0.488,-0.163,-0.254,245,70,35.29,10,206,0
2025-03-04-20-35-47,105535118,0.316,-0.9,-0.249,245,70,35.31,10,206,0
2025-03-04-20-35-48,105536075,-0.287,-0.871,-0.23,245,70,35.32,10,206,0
2025-03-04-20-35-49,105537098,-0.048,0.493,-0.287,245,70,35.32,10,206,0
2025-03-04-20-35-50,105538088,0.388,0.005,-0.321,245,70,35.33,10,206,0
2025-03-04-20-35-51,105539078,-0.187,0.077,-0.287,245,70,35.35,10,206,0
2025-03-04-20-35-52,105540101,0.086,0.694,-0.215,245,70,35.36,10,206,0
2025-03-04-20-35-53,105541058,0.249,3.785,-0.316,245,70,35.37,10,206,0
2025-03-04-20-35-54,105542048,-4.331,-0.703,-0.278,245,70,35.37,10,206,0
2025-03-04-20-35-55,105543104,-0.086,0.163,-0.211,245,70,35.39,11,206,0
2025-03-04-20-35-56,105544061,0.876,0.833,0.057,245,70,35.4,11,206,0
2025-03-04-20-35-57,105545084,-0.024,0.254,0.435,245,70,35.41,11,206,0
2025-03-04-20-35-58,105546074,0.019,0.416,-0.225,245,70,35.42,11,206,0
2025-03-04-20-35-59,105547097,0.139,-0.249,-0.206,245,70,35.43,11,206,0
2025-03-04-20-36-00,105548087,-0.407,1.053,-0.536,245,70,35.44,11,206,0
2025-03-04-20-36-01,105549110,-0.493,0.455,-0.713,245,70,35.45,11,206,0
2025-03-04-20-36-02,105550067,-0.024,-0.1,-0.124,245,70,35.47,11,206,0
2025-03-04-20-36-03,105551057,0.144,0.77,-0.282,245,70,35.48,11,206,0
2025-03-04-20-36-04,105552113,0.077,-0.349,-0.254,245,70,35.49,11,206,0
2025-03-04-20-36-05,105553004,0.091,0.799,-0.273,245,70,35.49,11,206,0
2025-03-04-20-36-06,105554027,0.354,-0.569,-0.258,245,70,35.52,12,206,0
2025-03-04-20-36-07,105555083,0.024,0.11,-0.287,245,70,35.52,12,206,0
2025-03-04-20-36-08,105556040,0.124,0.321,-0.287,245,70,35.53,12,206,0
2025-03-04-20-36-09,105556997,1.125,-0.096,-0.167,245,70,35.54,12,206,0
2025-03-04-20-36-10,105558086,-0.488,-0.316,-0.211,245,70,35.56,12,206,0
2025-03-04-20-36-11,105559010,-0.038,0.263,-0.249,245,70,35.56,12,206,0
2025-03-04-20-36-12,105560066,0.043,-0.412,-0.325,245,70,35.58,12,206,0
2025-03-04-20-36-13,105561122,-0.268,-0.287,-0.22,245,70,35.59,12,206,0
2025-03-04-20-36-14,105562079,1.895,-4.273,-0.273,245,70,35.6,12,206,0
2025-03-04-20-36-15,105563069,-0.842,3.771,-0.292,245,70,35.62,13,206,0
2025-03-04-20-36-16,105564125,2,0.809,-0.211,245,70,35.62,13,206,0
2025-03-04-20-36-17,105565115,-0.048,-0.148,-0.268,245,70,35.64,13,206,0
2025-03-04-20-36-18,105566105,-0.086,-0.263,-0.258,245,70,35.65,13,206,0
2025-03-04-20-36-19,105567128,-0.048,-0.244,-0.258,245,70,35.67,13,206,0
2025-03-04-20-36-20,105568085,0.187,-0.019,-0.191,245,70,35.67,13,206,0
2025-03-04-20-36-21,105569009,0.23,0.139,-0.239,245,70,35.69,13,206,0
2025-03-04-20-36-22,105570098,0.139,0.029,-0.263,245,70,35.69,13,206,0
2025-03-04-20-36-23,105571055,-0.048,-0.196,-0.282,245,70,35.71,13,206,0
2025-03-04-20-36-24,105572078,0.043,0.053,-0.225,245,70,35.72,13,206,0
2025-03-04-20-36-25,105573101,-0.158,0,-0.325,245,70,35.73,14,206,0
2025-03-04-20-36-26,105574091,-0.134,-0.957,-0.316,245,70,35.75,14,206,0
2025-03-04-20-36-27,105575081,-0.646,-1.235,-0.206,245,70,35.76,14,206,0
2025-03-04-20-36-28,105576038,0.349,-0.086,-0.273,245,70,35.77,14,206,0
2025-03-04-20-36-29,105576995,-0.086,0.182,-0.239,245,70,35.78,14,206,0
2025-03-04-20-36-30,105578051,0.182,-0.163,-0.268,245,70,35.79,14,206,0
2025-03-04-20-36-31,105579074,-0.11,-0.057,-0.325,245,70,35.81,14,206,0
2025-03-04-20-36-32,105580064,2.9,-3.235,-0.258,245,70,35.81,14,206,0
2025-03-04-20-36-33,105581087,0.038,5.331,-0.206,245,70,35.82,14,206,0
2025-03-04-20-36-34,105582044,0.077,3.177,-0.249,245,70,35.83,15,206,0
2025-03-04-20-36-35,105583100,-3.11,-0.191,-0.225,245,70,35.84,15,206,0
2025-03-04-20-36-36,105584057,1.89,1.881,-0.249,245,70,35.86,15,206,0
2025-03-04-20-36-37,105585113,0.139,2.469,-0.211,245,70,35.87,15,206,0
2025-03-04-20-36-38,105586103,3.67,-0.23,-0.301,245,70,35.87,15,206,0
2025-03-04-20-36-39,105587093,0.038,0.043,-0.191,245,70,35.89,15,206,0
2025-03-04-20-36-40,105588083,-0.144,0.081,-0.962,245,70,35.9,15,206,0
2025-03-04-20-36-41,105589073,-0.359,-0.708,-0.287,245,70,35.91,15,206,0
2025-03-04-20-36-42,105590030,0.062,0.297,-0.067,245,70,35.92,15,206,0
2025-03-04-20-36-43,105591086,-0.325,-0.077,0.024,245,70,35.94,16,206,0
2025-03-04-20-36-44,105592109,-0.273,-0.134,-0.024,245,70,35.95,16,206,0
2025-03-04-20-36-45,105592967,-0.043,0.053,-0.254,245,70,35.95,16,206,0
2025-03-04-20-36-46,105594122,0.038,0.359,-0.306,245,70,35.97,16,206,0
2025-03-04-20-36-47,105595112,-0.115,-0.201,-0.311,245,70,35.98,16,206,0
2025-03-04-20-36-48,105596036,1.392,1.971,-0.287,245,70,35.99,16,206,0
2025-03-04-20-36-49,105597125,0.086,0.196,-0.301,245,70,36,16,206,0
2025-03-04-20-36-50,105598082,-0.005,-0.072,-0.268,245,70,36.02,16,206,0
2025-03-04-20-36-51,105599105,0.546,-0.239,-0.225,245,70,36.02,16,206,0
2025-03-04-20-36-52,105600062,0.837,1.258,-0.378,245,70,36.03,16,206,0
2025-03-04-20-36-53,105601019,0.124,-0.019,-0.273,245,70,36.05,17,206,0
2025-03-04-20-36-54,105602009,-0.268,-4.933,-0.325,245,70,36.06,17,206,0
2025-03-04-20-36-55,105603098,-0.01,0.354,-0.335,245,70,36.08,17,206,0
2025-03-04-20-36-56,105604088,5.245,0.062,-0.249,245,70,36.09,17,206,0
2025-03-04-20-36-57,105605045,-0.11,-1.646,-0.268,245,70,36.1,17,206,0
2025-03-04-20-36-58,105606101,4.919,-0.096,-0.239,245,70,36.12,17,206,0
2025-03-04-20-36-59,105607025,0.062,1.756,-0.45,245,70,36.13,17,206,0
2025-03-04-20-37-00,105608048,-0.091,-0.029,-0.45,245,70,36.15,17,206,0
2025-03-04-20-37-01,105609104,0.048,0.067,-0.182,245,70,36.16,17,206,0
2025-03-04-20-37-02,105610028,0.062,0.053,-0.258,245,70,36.17,18,206,0
2025-03-04-20-37-03,105611084,-0.014,-0.005,-0.134,245,70,36.17,18,206,0
2025-03-04-20-37-04,105612074,0.057,0.254,-0.555,245,70,36.2,18,206,0
2025-03-04-20-37-05,105613097,-0.435,-0.354,-0.445,245,70,36.2,18,206,0
2025-03-04-20-37-06,105614054,0.014,-0.498,-0.325,245,70,36.22,18,206,0
2025-03-04-20-37-07,105615110,0.005,-0.569,-0.191,245,70,36.25,18,206,0
2025-03-04-20-37-08,105616100,-0.11,-0.225,-0.325,245,70,36.25,18,206,0
2025-03-04-20-37-09,105617057,0.163,0.115,-0.321,245,70,36.26,18,206,0
2025-03-04-20-37-10,105618047,0.172,0.794,-0.273,245,70,36.27,18,206,0
2025-03-04-20-37-11,105619070,-1.034,-1.584,-0.278,245,70,36.28,19,206,0
2025-03-04-20-37-12,105620060,-0.053,0.617,-0.249,245,70,36.3,19,206,0
2025-03-04-20-37-13,105621083,-0.148,0.746,-0.244,245,70,36.31,19,206,0
2025-03-04-20-37-14,105622106,-0.029,0.211,-0.306,245,70,36.33,19,206,0
2025-03-04-20-37-15,105623063,0.464,0.167,-0.278,245,70,36.34,19,206,0
2025-03-04-20-37-16,105624119,0.45,0.378,-0.254,245,70,36.36,19,206,0
2025-03-04-20-37-17,105625109,-0.268,0.038,-0.273,245,70,36.36,19,206,0
2025-03-04-20-37-18,105626066,-0.191,-4.283,-0.148,245,70,36.38,19,206,0
2025-03-04-20-37-19,105627089,-0.12,-3.756,-0.278,245,70,36.38,20,206,0
2025-03-04-20-37-20,105628046,-0.014,0.321,-0.278,245,70,36.39,20,206,0
2025-03-04-20-37-21,105629069,0.234,-0.072,-0.144,245,70,36.4,20,206,0
2025-03-04-20-37-22,105630092,0.144,-0.067,-0.12,245,70,36.41,20,206,0
2025-03-04-20-37-23,105631082,0.249,0.091,-0.215,245,70,36.42,20,206,0
2025-03-04-20-37-24,105632072,-0.024,0,-0.833,245,70,36.43,20,206,0
2025-03-04-20-37-25,105633095,-0.124,-0.053,-0.479,245,70,36.44,20,206,0
2025-03-04-20-37-26,105634052,-0.66,-1.125,-0.512,245,70,36.45,20,206,0
2025-03-04-20-37-27,105635075,-0.115,0.048,-0.373,245,70,36.46,20,206,0
2025-03-04-20-37-28,105636032,-0.024,-0.014,-0.306,245,70,36.47,21,206,0
2025-03-04-20-37-29,105637088,0.139,0.077,-0.234,245,70,36.48,21,206,0
2025-03-04-20-37-30,105638078,0.038,-0.196,-0.292,245,70,36.5,21,206,0
2025-03-04-20-37-31,105639068,0.072,0.043,-0.278,245,70,36.5,21,206,0
2025-03-04-20-37-32,105639992,0.105,-0.756,-0.23,245,70,36.51,21,206,0
2025-03-04-20-37-33,105641081,-0.129,-0.483,-0.273,245,70,36.52,21,206,0
2025-03-04-20-37-34,105642038,0.211,0.23,-0.225,245,70,36.53,21,206,0
2025-03-04-20-37-35,105643061,0.057,0.349,-0.278,245,70,36.54,21,206,0
2025-03-04-20-37-36,105644084,0.024,-0.388,-0.263,245,70,36.55,21,206,0
2025-03-04-20-37-37,105645107,-0.373,-0.167,-0.321,245,70,36.56,21,206,0
2025-03-04-20-37-38,105645998,-0.081,-1.536,-0.249,245,70,36.57,22,206,0
2025-03-04-20-37-39,105647054,1.464,0.569,-0.254,245,70,36.57,22,206,0
2025-03-04-20-37-40,105648077,-5.149,-0.469,-0.297,245,70,36.58,22,206,0
2025-03-04-20-37-41,105649067,-0.45,4.163,-0.33,245,70,36.6,22,206,0
2025-03-04-20-37-42,105650090,1.187,0.182,-0.273,245,70,36.61,22,206,0
2025-03-04-20-37-43,105651080,0.522,0.727,-0.201,245,70,36.61,22,206,0
2025-03-04-20-37-44,105652103,0.124,-0.177,-0.23,245,70,36.63,22,206,0
2025-03-04-20-37-45,105653093,0.067,0.268,-0.402,245,70,36.64,22,206,0
2025-03-04-20-37-46,105654116,0.1,0.44,-0.282,245,70,36.65,22,206,0
2025-03-04-20-37-47,105655073,-0.01,-0.144,-0.699,245,70,36.66,23,206,0
2025-03-04-20-37-48,105656063,0.062,0.368,-0.282,245,70,36.67,23,206,0
2025-03-04-20-37-49,105657053,-0.048,0.038,-0.234,245,70,36.68,23,206,0
2025-03-04-20-37-50,105658010,0.072,0.148,-0.254,245,70,36.7,23,206,0
2025-03-04-20-37-51,105659066,0.11,-0.077,-0.215,245,70,36.7,23,206,0
2025-03-04-20-37-52,105660089,0.187,0.153,-0.287,245,70,36.73,23,206,0
2025-03-04-20-37-53,105661079,0.435,0.34,-0.278,245,70,36.73,23,206,0
2025-03-04-20-37-54,105662069,0.019,0.919,-0.258,245,70,36.75,23,206,0
2025-03-04-20-37-55,105663059,0.512,0.048,-0.234,245,70,36.76,23,206,0
2025-03-04-20-37-56,105664082,0.746,0.517,-0.282,245,70,36.77,23,206,0
2025-03-04-20-37-57,105665039,0.12,-0.201,-0.301,245,70,36.78,24,206,0
2025-03-04-20-37-58,105666029,0.1,0.005,-0.263,245,70,36.79,24,206,0
2025-03-04-20-37-59,105667052,0.024,0.153,-0.158,245,70,36.8,24,206,0
2025-03-04-20-38-00,105668075,-0.014,-0.928,-0.249,245,70,36.81,24,206,0
2025-03-04-20-38-01,105669065,-0.335,-1.201,-0.258,245,70,36.82,24,206,0
2025-03-04-20-38-02,105669989,-2.172,-0.335,-0.273,245,70,36.83,24,206,0
2025-03-04-20-38-03,105671012,2.082,0.12,-0.249,245,70,36.84,24,206,0
2025-03-04-20-38-04,105672101,-6.202,-1.005,-0.249,245,70,36.86,24,206,0
2025-03-04-20-38-05,105673025,0.043,-0.062,0.378,245,70,36.86,24,206,0
2025-03-04-20-38-06,105674048,0.038,-0.211,0.589,245,70,36.88,24,206,0
2025-03-04-20-38-07,105675104,-0.01,0.345,-0.067,245,70,36.88,25,206,0
2025-03-04-20-38-08,105676061,0.077,-0.077,-0.464,245,70,36.89,25,206,0
2025-03-04-20-38-09,105677051,0.11,0.833,-0.799,245,70,36.9,25,206,0
2025-03-04-20-38-10,105678041,-0.005,0.124,-0.1,245,70,36.92,25,206,0
2025-03-04-20-38-11,105679064,0.086,0.215,-0.211,245,70,36.92,25,206,0
2025-03-04-20-38-12,105680087,0,-0.014,-0.297,245,70,36.94,25,206,0
2025-03-04-20-38-13,105681077,-0.139,1.809,-0.282,245,70,36.94,25,206,0
2025-03-04-20-38-14,105682067,0.029,-0.043,-0.225,245,70,36.95,25,206,0
2025-03-04-20-38-15,105683090,0.043,-0.12,-0.254,245,70,36.96,25,206,0
2025-03-04-20-38-16,105684113,-0.876,-0.144,-0.282,245,70,36.97,26,206,0
2025-03-04-20-38-17,105685070,0.167,0.33,-0.258,245,70,36.98,26,206,0
2025-03-04-20-38-18,105685961,-0.144,-0.402,-0.263,245,70,36.98,26,206,0
2025-03-04-20-38-19,105687050,0.708,0.526,-0.244,245,70,37,26,206,0
2025-03-04-20-38-20,105688106,0.177,-0.072,-0.287,245,70,37.02,26,206,0
2025-03-04-20-38-21,105689096,-0.158,-0.057,-0.268,245,70,37.02,26,206,0
2025-03-04-20-38-22,105690086,0,-0.431,-0.33,245,70,37.03,26,206,0
2025-03-04-20-38-23,105691076,3.704,0.574,-0.22,245,70,37.04,26,206,0
2025-03-04-20-38-24,105691967,-1.584,-0.971,-0.435,245,70,37.05,26,206,0
2025-03-04-20-38-25,105693089,5.225,0.531,-0.301,245,70,37.06,27,206,0
2025-03-04-20-38-26,105694079,-2.919,2.761,-0.254,245,70,37.07,27,206,0
2025-03-04-20-38-27,105695069,0.057,-0.167,-0.34,245,70,37.08,27,206,0
2025-03-04-20-38-28,105696059,0.057,0.1,-0.234,245,70,37.09,27,206,0
2025-03-04-20-38-29,105697082,-0.263,0.105,-0.22,245,70,37.1,27,206,0
2025-03-04-20-38-30,105698039,0.043,-0.019,-0.77,245,70,37.11,27,206,0
2025-03-04-20-38-31,105699095,-0.014,-0.244,-0.823,245,70,37.12,27,206,0
2025-03-04-20-38-32,105700085,-0.043,-0.249,-0.292,245,70,37.13,27,206,0
2025-03-04-20-38-33,105701075,0.201,-2.11,-0.115,245,70,37.13,27,206,0
2025-03-04-20-38-34,105702065,0.187,0.01,-0.254,245,70,37.14,27,206,0
2025-03-04-20-38-35,105703055,0.163,0.057,-0.301,245,70,37.15,28,206,0
2025-03-04-20-38-36,105704078,0.105,0.1,-0.33,245,70,37.16,28,206,0
2025-03-04-20-38-37,105705068,-0.124,0.187,-0.278,245,70,37.18,28,206,0
2025-03-04-20-38-38,105706025,0.33,-0.349,-0.254,245,70,37.17,28,206,0
2025-03-04-20-38-39,105707081,0.081,0.177,-0.249,245,70,37.19,28,206,0
2025-03-04-20-38-40,105708038,-0.014,-0.426,-0.278,245,70,37.21,28,206,0
2025-03-04-20-38-41,105709094,0.134,0.555,-0.282,245,70,37.2,28,206,0
2025-03-04-20-38-42,105710018,0,0.019,-0.282,245,70,37.21,28,206,0
2025-03-04-20-38-43,105711041,-0.1,0.225,-0.268,245,70,37.23,28,206,0
2025-03-04-20-38-44,105712064,0.263,4.599,-0.287,245,70,37.24,29,206,0
2025-03-04-20-38-45,105713087,-4.072,-0.507,-0.306,245,70,37.25,29,206,0
2025-03-04-20-38-46,105714110,-4.953,-0.067,-0.321,245,70,37.27,29,206,0
2025-03-04-20-38-47,105715034,0.364,5.316,-0.364,245,70,37.27,29,206,0
2025-03-04-20-38-48,105716090,0.689,5.312,-0.287,245,70,37.29,29,206,0
2025-03-04-20-38-49,105717080,-3.933,0.957,-0.34,245,70,37.29,29,206,0
2025-03-04-20-38-50,105718070,0.1,0.139,-0.345,245,70,37.3,29,206,0
2025-03-04-20-38-51,105719093,0.067,0.072,-0.172,245,70,37.31,29,206,0
2025-03-04-20-38-52,105720116,0.029,0.129,0.842,245,70,37.33,29,206,0
2025-03-04-20-38-53,105721040,0.077,-0.067,-0.431,245,70,37.33,30,206,0
2025-03-04-20-38-54,105722096,-0.033,0.029,-0.383,245,70,37.33,30,206,0
2025-03-04-20-38-55,105723119,0.182,0.656,-0.517,245,70,37.35,30,206,0
2025-03-04-20-38-56,105724076,0.124,-0.091,-0.187,245,70,37.37,30,206,0
2025-03-04-20-38-57,105725099,-0.043,-0.014,-0.287,245,70,37.37,30,206,0
2025-03-04-20-38-58,105726089,-0.187,-0.024,-0.278,245,70,37.38,30,206,0
2025-03-04-20-38-59,105727079,0.201,0.335,-0.273,245,70,37.39,30,206,0
2025-03-04-20-39-00,105728069,-0.206,-0.019,-0.292,245,70,37.4,30,206,0
2025-03-04-20-39-01,105729059,-1.278,3.321,-0.273,245,70,37.42,30,206,0
2025-03-04-20-39-02,105730049,0.206,-0.11,-0.282,245,70,37.43,31,206,0
2025-03-04-20-39-03,105731072,0.148,0.684,-0.278,245,70,37.43,31,206,0
2025-03-04-20-39-04,105732062,0.737,1.665,-0.268,245,70,37.44,31,206,0
2025-03-04-20-39-05,105733085,0.646,0.809,-0.254,245,70,37.45,31,206,0
2025-03-04-20-39-06,105734075,0.067,0.067,-0.311,245,70,37.46,31,206,0
2025-03-04-20-39-07,105735032,-0.225,-5.292,-0.273,245,70,37.47,31,206,0
2025-03-04-20-39-08,105736022,-0.191,0.589,-0.268,245,70,37.48,31,206,0
2025-03-04-20-39-09,105737078,0.12,-2.598,-0.244,245,70,37.49,31,206,0
2025-03-04-20-39-10,105738101,-1.278,-0.627,-0.321,245,70,37.5,31,206,0
2025-03-04-20-39-11,105739058,0.684,0.809,-0.416,245,70,37.51,32,206,0
2025-03-04-20-39-12,105740081,-2.464,-3.651,-0.416,245,70,37.52,32,206,0
2025-03-04-20-39-13,105741071,0.062,0.455,-0.297,245,70,37.52,32,206,0
2025-03-04-20-39-14,105742094,-0.177,0.613,-0.364,245,70,37.53,32,206,0
2025-03-04-20-39-15,105743084,0.096,0.129,-1.034,245,70,37.53,32,206,0
2025-03-04-20-39-16,105744074,0.072,-0.005,-0.402,245,70,37.55,32,206,0
2025-03-04-20-39-17,105745031,0.029,-0.115,0.033,245,70,37.56,32,206,0
2025-03-04-20-39-18,105746087,-0.033,-0.943,-0.038,245,70,37.57,32,206,0
2025-03-04-20-39-19,105747044,0.12,0.282,-0.244,245,70,37.57,32,206,0
